player_id,first_name,last_name,hand,date_of_birth,nationality,height
101546,Mike,Brown,R,1968-12-08,USA,183.0
101549,Rodolphe,Gilbert,L,1968-12-12,FRA,183.0
101550,Al,Parker,R,1968-12-22,USA,188.0
101552,Xavier,Daufresne,R,1968-12-24,BEL,193.0
101561,Nicklas,Utgren,R,1969-01-12,SWE,188.0
101564,Glenn,Solomon,R,1969-01-18,USA,173.0
101565,Marius,Barnard,R,1969-01-20,RSA,188.0
101567,Hendrik Jan,Davids,L,1969-01-30,NED,183.0
101570,Vicente,Solves,R,1969-02-08,ESP,180.0
101572,Paul,Lord,R,1969-02-11,AUS,183.0
101573,Carl,Chang,R,1969-02-13,USA,175.0
101574,Alejandro,Aramburu,R,1969-02-14,PER,175.0
101577,Jia Ping,Xia,R,1969-03-01,CHN,165.0
101578,Markus,Rackl,L,1969-03-03,GER,180.0
101579,Patrik,Wennberg,R,1969-03-03,SWE,185.0
101580,Roger,Rasheed,R,1969-03-10,AUS,183.0
101581,Jose Luis,Aparisi,R,1969-03-11,ESP,178.0
101582,Gilbert,Schaller,R,1969-03-17,AUT,180.0
101584,Keith,Evans,R,1969-03-22,USA,188.0
101585,Fabio,Silberberg,L,1969-03-25,BRA,190.0
101588,Jason,Netter,R,1969-03-29,USA,178.0
101589,Arnaud,Boetsch,R,1969-04-01,FRA,183.0
101590,Eui Jong,Chang,R,1969-04-01,KOR,183.0
101591,Danny,Sapsford,R,1969-04-03,GBR,173.0
101593,Chris,Garner,R,1969-04-07,USA,180.0
101594,Carsten,Arriens,R,1969-04-11,GER,193.0
101597,Louis,Gloria,L,1969-04-15,USA,175.0
101598,Eduardo,Velez,R,1969-04-20,MEX,175.0
101600,Daniel,Courcol,R,1969-04-26,FRA,190.0
101601,Brett,Steven,R,1969-04-27,NZL,185.0
101602,Jack,Waite,R,1969-05-01,USA,185.0
101606,Alberto,Mancini,R,1969-05-20,ARG,180.0
101608,Tom,Kempers,R,1969-06-01,NED,188.0
101609,David,Wheaton,R,1969-06-02,USA,193.0
101611,Cedric,Pioline,R,1969-06-15,FRA,188.0
101612,Roland,Burtscher,R,1969-06-15,AUT,183.0
101613,Malivai,Washington,R,1969-06-20,USA,180.0
101615,Otavio,Della,R,1969-06-22,BRA,170.0
101617,Dennis,Schmid,R,1969-06-24,USA,193.0
101619,David,Wells Roth,R,1969-07-03,USA,178.0
101620,Phillipe,Ventura,R,1969-07-03,FRA,175.0
101626,Stephen,Noteboom,R,1969-07-31,NED,185.0
101628,Gerardo,Martinez,R,1969-08-03,MEX,178.0
101629,Matt,Lucena,R,1969-08-04,USA,178.0
101630,Clement,Ngoran,R,1969-08-07,CIV,178.0
101632,Per,Henricsson,R,1969-08-09,SWE,190.0
101634,Milan,Palme,R,1969-08-14,GER,183.0
101636,Wade,Mcguire,R,1969-08-19,USA,188.0
101637,Brian,Roe,L,1969-08-20,AUS,193.0
101639,Lan,Bale,R,1969-09-07,RSA,175.0
101641,Jose Luis,Noriega,R,1969-09-14,PER,178.0
101642,Bart,Wuyts,R,1969-09-15,BEL,178.0
101647,Byron,Black,R,1969-10-06,ZIM,175.0
101649,Guillermo,Perez Roldan,R,1969-10-20,ARG,178.0
101650,Shane,Barr,R,1969-10-21,AUS,193.0
101658,Fredrik,Nilsson,R,1969-11-01,SWE,188.0
101659,Jan,Apell,L,1969-11-04,SWE,183.0
101660,Francisco,Montana,R,1969-11-05,USA,183.0
101661,Nicolas,Becerra,R,1969-11-06,ARG,185.0
101668,Peter,Nyborg,R,1969-12-12,SWE,190.0
101672,Michael,Geserer,R,1969-12-14,GER,190.0
101673,Xxxxxxxx,Suhendar,R,1969-12-14,INA,173.0
101674,Rudiger,Haas,R,1969-12-15,GER,193.0
101675,Martin,Rodriguez,R,1969-12-18,ARG,178.0
101676,Adam,Anderson,R,1969-12-21,AUS,180.0
101680,Zeeshan,Ali,R,1970-01-01,IND,180.0
101681,Chris,Wilkinson,R,1970-01-05,GBR,180.0
101682,David,Adams,R,1970-01-05,RSA,188.0
101684,Gabor,Koves,R,1970-01-07,HUN,188.0
101685,Markus,Naewie,R,1970-01-07,GER,190.0
101686,Franco,Davin,L,1970-01-11,ARG,173.0
101687,David,Dilucia,R,1970-01-15,USA,173.0
101688,Geoff,Grant,R,1970-01-16,USA,183.0
101691,Florian,Krumrey,R,1970-01-27,GER,190.0
101695,David,Ekerot,L,1970-02-01,SWE,188.0
101696,Federico,Mordegan,R,1970-02-01,ITA,170.0
101701,Bing,Pan,R,1970-02-13,CHN,185.0
101703,Guillaume,Raoux,R,1970-02-14,FRA,180.0
101704,Ellis,Ferreira,L,1970-02-19,RSA,188.0
101710,Martin,Blackman,R,1970-03-05,USA,188.0
101711,Alex,Obrien,R,1970-03-07,USA,185.0
101712,Andrew,Batie,R,1970-03-07,NZL,185.0
101715,Jose Antonio Pepe,Conde,R,1970-03-11,ESP,175.0
101716,Javier,Molina,R,1970-03-14,ESP,178.0
101717,Diego,Nargiso,L,1970-03-15,ITA,188.0
101718,Michael,Herb,R,1970-03-17,USA,188.0
101719,Frederic,Fontang,R,1970-03-18,FRA,183.0
101720,Agustin,Garizzio,R,1970-03-19,ARG,185.0
101721,Markus,Zillner,L,1970-03-19,GER,178.0
101723,Magnus,Larsson,R,1970-03-25,SWE,193.0
101724,Brice,Karsh,R,1970-03-31,USA,183.0
101725,Gabriel,Markus,R,1970-03-31,ARG,180.0
101726,Boaz,Merenstein,L,1970-04-03,ISR,180.0
101727,Jason,Stoltenberg,R,1970-04-04,AUS,185.0
101728,Laszlo,Markovits,R,1970-04-04,HUN,180.0
101730,Piet,Norval,R,1970-04-07,RSA,185.0
101731,Nuno,Marques,L,1970-04-09,POR,190.0
101732,Pietro,Pennisi,L,1970-04-11,ITA,173.0
101733,Jan,Siemerink,L,1970-04-14,NED,183.0
101735,Richard,Fromberg,R,1970-04-28,AUS,196.0
101736,Andre,Agassi,R,1970-04-29,USA,180.0
101739,Jiri,Pelikan,R,1970-05-09,CZE,196.0
101740,Sascha,Nensel,R,1970-05-09,GER,180.0
101742,Johan,Sandberg,R,1970-05-12,SWE,193.0
101745,Roberto,Jabali,R,1970-05-16,BRA,190.0
101746,Renzo,Furlan,R,1970-05-17,ITA,175.0
101749,Boris,Laustroer,R,1970-05-24,GER,175.0
101750,Cristiano,Caratti,R,1970-05-24,ITA,178.0
101751,Ross,Matheson,R,1970-05-27,GBR,196.0
101755,Derek,Farren,R,1970-06-02,IRL,183.0
101757,Patrik,Albertsson,L,1970-06-07,SWE,183.0
101758,Cristian,Brandi,R,1970-06-10,ITA,183.0
101760,David,Kass,R,1970-06-16,USA,180.0
101761,Jaime,Oncins,R,1970-06-16,BRA,196.0
101765,Tomas,Anzari,R,1970-06-24,CZE,180.0
101766,Bill,Behrens,R,1970-06-26,USA,188.0
101767,Lars,Jonsson,R,1970-06-27,SWE,188.0
101772,Andrei,Cherkasov,R,1970-07-04,RUS,180.0
101774,Todd,Martin,R,1970-07-08,USA,198.0
101775,Frederik,Fetterlein,R,1970-07-11,DEN,190.0
101776,Sandon,Stolle,R,1970-07-13,AUS,193.0
101779,Pavel,Vizner,R,1970-07-15,CZE,183.0
101780,Alejo,Mancisidor,R,1970-07-31,ESP,183.0
101783,Mark,Petchey,R,1970-08-01,GBR,183.0
101787,Darren,Patten,R,1970-08-10,AUS,188.0
101788,Doug,Flach,R,1970-08-10,USA,183.0
101789,Steve,Bryan,R,1970-08-10,USA,178.0
101792,Slava,Dosedel,R,1970-08-14,CZE,183.0
101793,Jim,Courier,R,1970-08-17,USA,185.0
101797,Jacco,Eltingh,R,1970-08-29,NED,188.0
101802,Ramayah,Ramachandran,R,1970-09-10,MAS,160.0
101805,David,Nainkin,R,1970-09-20,RSA,183.0
101806,Marc Kevin,Goellner,R,1970-09-22,GER,196.0
101809,Nicolas,Pereira,R,1970-09-29,VEN,188.0
101812,Raviv,Weidenfeld,R,1970-10-12,ISR,188.0
101816,Steve,Campbell,R,1970-10-22,USA,183.0
101817,Andrew,Florent,R,1970-10-24,AUS,188.0
101819,Frederic,Vitoux,R,1970-10-30,FRA,173.0
101820,Marc,Rosset,R,1970-11-07,SUI,201.0
101821,Peter,Tramacchi,R,1970-11-08,AUS,185.0
101822,Luis,Lobo,R,1970-11-09,ARG,180.0
101823,Gerald,Mandl,L,1970-11-12,AUT,190.0
101826,Alex,Lopez Moron,R,1970-11-28,ESP,175.0
101829,Federico,Sanchez,R,1970-12-04,ESP,168.0
101832,Jose,Ayala,R,1970-12-22,MEX,180.0
101833,Michael,Tebbutt,L,1970-12-22,AUS,190.0
101835,Arne,Thoms,R,1971-01-01,GER,188.0
101841,Aleksandar,Kitinov,R,1971-01-13,MKD,190.0
101843,Sergi,Bruguera,R,1971-01-16,ESP,188.0
101844,Heath,Denman,R,1971-01-17,AUS,183.0
101847,Bret,Richardson,R,1971-01-23,AUS,178.0
101849,Nicola,Bruno,R,1971-01-26,ITA,178.0
101851,Alexis,Hombrecher,R,1971-01-29,GER,196.0
101857,Jason,Cask,R,1971-02-07,AUS,178.0
101860,Mark,Draper,R,1971-02-11,AUS,185.0
101861,Thomas,Buchmayer,L,1971-02-14,AUT,185.0
101862,Maurice,Ruah,R,1971-02-19,VEN,178.0
101864,Fernon,Wibier,R,1971-02-25,NED,188.0
101865,Albert,Chang,R,1971-02-27,CAN,183.0
101866,David,Rikl,L,1971-02-27,CZE,178.0
101868,Dick,Norman,L,1971-03-01,BEL,203.0
101871,Alexander,Reichel,R,1971-03-03,USA,193.0
101874,Ciprian Petre,Porumb,R,1971-03-06,ROU,196.0
101876,Massimo,Ardinghi,R,1971-03-06,ITA,175.0
101881,Oliver,Fuchs,R,1971-03-16,AUT,180.0
101885,Wayne,Arthurs,L,1971-03-18,AUS,190.0
101888,Daniel,Vacek,R,1971-04-01,CZE,190.0
101889,Todd,Woodbridge,R,1971-04-02,AUS,178.0
101890,Jonathan,Stark,R,1971-04-03,USA,188.0
101893,Patrick,Mohr,R,1971-04-06,SUI,178.0
101895,Michael,Brown B395,R,1971-04-10,AUS,175.0
101897,Fernando,Meligeni,L,1971-04-12,BRA,180.0
101900,Nicklas,Kulti,R,1971-04-22,SWE,190.0
101901,Chuck,Adams,R,1971-04-23,USA,185.0
101902,Stephane,Huet,L,1971-04-25,FRA,180.0
101904,Chris,Haggard,L,1971-04-28,RSA,178.0
101906,Yasufumi,Yamamoto,R,1971-05-03,JPN,175.0
101912,Felipe,Rivera,R,1971-05-10,CHI,183.0
101913,Joseph,Rahme,R,1971-05-16,RSA,180.0
101914,Lars,Koslowski,R,1971-05-22,GER,188.0
101917,Grant,Stafford,R,1971-05-27,RSA,188.0
101920,Jamie,Morgan,R,1971-06-08,AUS,185.0
101924,Stefano,Pescosolido,R,1971-06-13,ITA,185.0
101925,Massimo,Boscatto,R,1971-06-21,ITA,178.0
101926,Andrei,Merinov,L,1971-06-23,RUS,183.0
101929,Joost,Winnink,R,1971-06-30,NED,180.0
101932,Jared,Palmer,R,1971-07-02,USA,190.0
101934,Paul,Dogger,R,1971-07-04,NED,185.0
101937,Robbie,Koenig,R,1971-07-05,RSA,173.0
101938,Bernardo,Mota,R,1971-07-14,POR,178.0
101945,Thierry,Guardiola,R,1971-08-07,FRA,188.0
101947,Vincenzo,Santopadre,L,1971-08-11,ITA,183.0
101948,Pete,Sampras,R,1971-08-12,USA,185.0
101955,Luis,Herrera,L,1971-08-27,MEX,170.0
101956,Mark,Knowles,R,1971-09-04,BAH,190.0
101958,Pierre,Bouteyre,R,1971-09-07,FRA,185.0
101961,Martin,Stringari,R,1971-09-10,ARG,188.0
101962,Younes,El Aynaoui,R,1971-09-12,MAR,193.0
101963,Emmanuel,Marmillod,L,1971-09-13,SUI,180.0
101964,Goran,Ivanisevic,L,1971-09-13,CRO,193.0
101965,Wayne,Ferreira,R,1971-09-15,RSA,185.0
101966,Alfonso,Fernandez Fermoselle,R,1971-09-16,ESP,185.0
101968,Ola,Kristiansson,R,1971-09-23,SWE,188.0
101969,Orlin,Stanoytchev,R,1971-09-24,BUL,185.0
101971,Johan,Anderson,R,1971-09-29,AUS,183.0
101973,Viktor,Nagy,R,1971-10-04,HUN,178.0
101975,Martin,Zumpft,R,1971-10-11,GER,180.0
101977,Patricio,Arnold,R,1971-10-20,ARG,183.0
101981,Sascha,Bandermann,L,1971-10-29,GER,180.0
101983,Andrew,Kratzmann,R,1971-11-03,AUS,193.0
101990,Richard,Krajicek,R,1971-12-06,NED,196.0
101991,Mauricio,Hadad,R,1971-12-07,COL,170.0
101995,Krister,Wedenby,L,1971-12-13,SWE,185.0
101997,Marzio,Martelli,R,1971-12-14,ITA,180.0
102000,Aki,Rahunen,R,1971-12-24,FIN,175.0
102001,German,Lopez,R,1971-12-29,ESP,193.0
102002,Davide,Scala,R,1972-01-02,ITA,180.0
102005,Johan,De Beer,R,1972-01-06,RSA,190.0
102006,Brent,Larkham,R,1972-01-08,AUS,178.0
102010,Clinton,Marsh,R,1972-01-19,RSA,188.0
102014,Marten,Renstrom,R,1972-02-03,SWE,188.0
102018,Tamer,El Sawy,R,1972-02-11,EGY,188.0
102019,Dirk,Dier,R,1972-02-16,GER,185.0
102020,Americo Tupi,Venero,L,1972-02-22,PER,175.0
102021,Michael,Chang,R,1972-02-22,USA,175.0
102023,Petr,Luxa,R,1972-03-03,CZE,190.0
102024,Hernan,Gumy,R,1972-03-05,ARG,188.0
102025,Mikael,Tillstrom,R,1972-03-05,SWE,185.0
102026,Jan,Kodes Jr,R,1972-03-11,CZE,178.0
102028,Massimo,Valeri,R,1972-03-13,ITA,185.0
102029,Filip,Dewulf,R,1972-03-15,BEL,190.0
102030,Andrew,Foster,R,1972-03-16,GBR,190.0
102031,Sandor,Noszaly,R,1972-03-16,HUN,193.0
102035,Jonas,Bjorkman,R,1972-03-23,SWE,183.0
102042,Brandon,Coupe,R,1972-04-11,USA,183.0
102047,Pier,Gauthier,R,1972-04-20,FRA,185.0
102050,Marco,Meneschincheri,L,1972-04-25,ITA,180.0
102053,Brian,Macphie,L,1972-05-11,USA,180.0
102057,Devin,Bowen,R,1972-05-18,USA,183.0
102060,Ignacio,Martinez,R,1972-05-23,MEX,185.0
102061,Kevin,Ullyett,R,1972-05-23,ZIM,178.0
102069,Andrei,Rybalko,R,1972-06-05,UKR,180.0
102071,Robert,Janecek,R,1972-06-09,CAN,183.0
102076,Mark,Merklein,R,1972-06-28,BAH,188.0
102080,Will,Bull,R,1972-07-01,USA,185.0
102081,Brett,Hansen Dent,R,1972-07-02,USA,183.0
102084,Simon,Touzil,R,1972-07-09,GER,185.0
102085,Sasa,Hirszon,R,1972-07-14,CRO,185.0
102087,Oleg,Ogorodov,R,1972-07-16,UZB,193.0
102088,Joern,Renzenbrink,R,1972-07-17,GER,196.0
102090,Ofer,Sela,R,1972-07-22,ISR,188.0
102092,Tom,Vanhoudt,R,1972-07-28,BEL,183.0
102103,Michael,Sell,R,1972-08-23,USA,180.0
102104,Christian,Ruud,R,1972-08-24,NOR,188.0
102106,Davide,Sanguinetti,R,1972-08-25,ITA,188.0
102107,Jan Frode,Andersen,L,1972-08-29,NOR,190.0
102108,Ari,Nathan,R,1972-08-31,USA,185.0
102110,Daniel,Nestor,L,1972-09-04,CAN,190.0
102111,Diego,Del Rio,R,1972-09-04,ARG,175.0
102113,Daniele,Musa,R,1972-09-10,ITA,183.0
102117,Eduardo,Nicolas,R,1972-09-22,ESP,173.0
102118,Radomir,Vasek,R,1972-09-23,CZE,188.0
102131,Alistair,Hunt,R,1972-11-11,NZL,190.0
102132,Ivan,Baron,R,1972-11-12,USA,185.0
102133,Laurence,Tieleman,R,1972-11-14,ITA,180.0
102135,Emilio,Benfele Alvarez,R,1972-11-15,ESP,183.0
102139,Eyal,Ran,R,1972-11-21,ISR,183.0
102143,Nicolas,Thomann,R,1972-11-29,FRA,183.0
102145,Francisco,Cabello,R,1972-12-06,ARG,190.0
102146,Jordi,Burillo,R,1972-12-07,ESP,188.0
102147,Oliver,Fernandez,R,1972-12-07,MEX,175.0
102148,Fabrice,Santoro,R,1972-12-09,FRA,178.0
102149,Paul,Rosner,R,1972-12-11,RSA,193.0
102152,Pablo,Campana,R,1972-12-16,ECU,180.0
102153,German,Puentes,R,1972-12-18,ESP,173.0
102154,Marcos,Ondruska,R,1972-12-18,RSA,183.0
102158,Patrick,Rafter,R,1972-12-28,AUS,185.0
102162,Chris,Woodruff,R,1973-01-02,USA,188.0
102167,Juan Albert,Viloca Puig,R,1973-01-17,ESP,185.0
102168,Hector,Moretti,R,1973-01-27,ARG,170.0
102169,Michael,Joyce,R,1973-02-01,USA,180.0
102178,Scott,Gessner,R,1973-02-23,GER,183.0
102179,Antony,Dupuis,R,1973-02-24,FRA,185.0
102180,Charles,Auffray,R,1973-02-24,FRA,183.0
102183,Martijn,Bok,R,1973-03-08,NED,170.0
102184,David,Prinosil,R,1973-03-09,GER,185.0
102187,John Laffnie,De Jager,R,1973-03-17,RSA,193.0
102191,Joaquin,Revert,R,1973-03-26,ESP,183.0
102192,Luis Adrian,Morejon,R,1973-03-28,ECU,178.0
102198,Paul,Kilderry,R,1973-04-11,AUS,175.0
102201,Lionel,Roux,R,1973-04-12,FRA,185.0
102202,Kenneth,Carlsen,L,1973-04-17,DEN,190.0
102204,Nebojsa,Djordjevic,R,1973-04-24,SRB,190.0
102205,Sebastien,Lareau,R,1973-04-27,CAN,183.0
102212,Corrado,Borroni,R,1973-05-06,ITA,185.0
102214,Oscar,Ortiz,L,1973-05-09,MEX,183.0
102215,Joshua,Eagle,R,1973-05-10,AUS,183.0
102219,Juan,Garat,R,1973-05-16,ARG,180.0
102220,Patrik,Fredriksson,R,1973-05-16,SWE,185.0
102223,Karim,Alami,R,1973-05-24,MAR,185.0
102226,David,Witt,R,1973-06-02,USA,190.0
102227,Sargis,Sargsian,R,1973-06-03,ARM,180.0
102230,Cedric,Melot,R,1973-06-11,BEL,188.0
102231,Alex,Calatrava,R,1973-06-14,ESP,190.0
102233,Leander,Paes,R,1973-06-17,IND,178.0
102234,Oliver,Gross,R,1973-06-17,GER,185.0
102235,Tommy,Ho,L,1973-06-17,USA,183.0
102238,Alberto,Berasategui,R,1973-06-28,ESP,173.0
102239,Francisco,Costa,R,1973-06-28,BRA,180.0
102243,Marcelo,Charpentier,L,1973-07-11,ARG,180.0
102247,Andrea,Gaudenzi,R,1973-07-30,ITA,183.0
102250,Emanuel,Couto,R,1973-08-06,POR,183.0
102251,Mariano,Hood,L,1973-08-14,ARG,178.0
102252,Ignacio,Truyol,R,1973-08-17,ESP,170.0
102257,Greg,Rusedski,L,1973-09-06,GBR,193.0
102258,Antonio,Prieto,R,1973-09-07,BRA,198.0
102259,Jerome,Golmard,L,1973-09-09,FRA,188.0
102263,Yong Il,Yoon,R,1973-09-23,KOR,175.0
102269,Jeff,Salzenstein,L,1973-10-14,USA,185.0
102271,Hicham,Arazi,L,1973-10-19,MAR,175.0
102277,Bing Chao,Lin,R,1973-10-28,TPE,180.0
102284,Filippo,Messori,R,1973-11-12,ITA,173.0
102286,Wayne,Black,R,1973-11-14,ZIM,170.0
102287,Albert,Portas,R,1973-11-15,ESP,188.0
102292,David,Roditi,R,1973-11-30,MEX,170.0
102293,Xavier,Avila,R,1973-12-10,ESP,183.0
102300,Gouichi,Motomura,R,1973-12-25,JPN,173.0
102301,Sebastien,Leblanc,L,1973-12-27,CAN,193.0
102302,Marcelo,Saliola,L,1973-12-31,BRA,178.0
102304,Grant,Doyle,R,1974-01-09,AUS,180.0
102305,Enrique,Abaroa,R,1974-01-10,MEX,183.0
102306,Michael,Kohlmann,R,1974-01-11,GER,188.0
102312,Jairo,Velasco Jr,R,1974-01-21,ESP,183.0
102318,Andrei,Pavel,R,1974-01-27,ROU,183.0
102328,Guillaume,De Verbizier,R,1974-01-30,FRA,180.0
102338,Yevgeny,Kafelnikov,R,1974-02-18,RUS,190.0
102339,Kris,Goossens,R,1974-02-20,BEL,180.0
102344,Karol,Kucera,R,1974-03-04,SVK,188.0
102351,Oscar,Martinez,R,1974-03-09,ESP,185.0
102352,Steve,Deakin,R,1974-03-09,CAN,178.0
102354,Jerome,Hanquez,R,1974-03-11,FRA,185.0
102358,Thomas,Enqvist,R,1974-03-13,SWE,190.0
102359,Andrew,Richardson,L,1974-03-14,GBR,201.0
102361,Adriano,Ferreira,R,1974-03-16,BRA,193.0
102365,Donny,Susetyo,R,1974-03-28,INA,170.0
102368,Brian,Dunn,R,1974-04-05,USA,201.0
102369,Julien,Boutter,R,1974-04-05,FRA,190.0
102372,Sule,Ladipo,R,1974-04-09,NGR,180.0
102373,Toshiaki,Sakai,L,1974-04-09,JPN,175.0
102374,Alex,Corretja,R,1974-04-11,ESP,180.0
102375,Dinu,Pescariu,R,1974-04-12,ROU,185.0
102378,Juan,Gisbert Jr,R,1974-04-13,ESP,198.0
102381,Werner,Eschauer,R,1974-04-26,AUT,188.0
102382,Julian,Knowle,L,1974-04-29,AUT,188.0
102387,Boris,Bosnjakovic,R,1974-05-10,YUG,190.0
102388,Simon,Aspelin,R,1974-05-11,SWE,185.0
102394,Johan,Van Herck,R,1974-05-24,BEL,185.0
102395,Ville,Liukko,R,1974-05-24,FIN,173.0
102397,Jose Imaz,Ruiz,R,1974-05-30,ESP,178.0
102398,Massimo,Bertolini,R,1974-05-30,ITA,188.0
102401,Scott,Draper,L,1974-06-05,AUS,178.0
102405,Mahesh,Bhupathi,R,1974-06-07,IND,185.0
102410,David,Caldwell,R,1974-06-13,USA,180.0
102411,Myles,Wakefield,R,1974-06-13,RSA,196.0
102413,Andy,Zingman,R,1974-06-16,ARG,183.0
102417,Steven,Baldas,R,1974-06-18,AUS,180.0
102419,Christophe,Van Garsse,R,1974-06-21,BEL,185.0
102422,Michael,Hill,R,1974-06-30,AUS,188.0
102426,Juan Ignacio,Carrasco,L,1974-07-09,ESP,185.0
102430,Adam,Peterson,R,1974-07-16,USA,185.0
102433,Mose,Navarra,L,1974-07-18,ITA,180.0
102434,Vincent,Spadea,R,1974-07-19,USA,183.0
102436,Borut,Urh,R,1974-07-28,SLO,190.0
102437,Adrian,Voinea,R,1974-08-06,ROU,185.0
102443,Barry,Cowan,L,1974-08-25,GBR,188.0
102446,Andrei,Medvedev,R,1974-08-31,UKR,193.0
102450,Tim,Henman,R,1974-09-06,GBR,185.0
102455,Lorenzo,Manta,R,1974-09-16,SUI,190.0
102456,Felix,Mantilla,R,1974-09-23,ESP,180.0
102457,Miles,Maclagan,R,1974-09-23,GBR,180.0
102458,Jim,Thomas,R,1974-09-24,USA,193.0
102463,Lucas Arnold,Ker,R,1974-10-12,ARG,180.0
102464,Todd,Larkham,R,1974-10-13,AUS,178.0
102465,Gabriel,Silberstein,R,1974-10-17,CHI,178.0
102466,Jan,Kroslak,R,1974-10-17,SVK,188.0
102472,Marcello,Craca,R,1974-10-27,GER,180.0
102473,Thomas,Schiessling,R,1974-11-01,AUT,180.0
102477,Gaston,Etlis,R,1974-11-04,ARG,185.0
102483,David,Caballero,R,1974-11-14,ESP,180.0
102484,Massimo,Calvelli,R,1974-11-16,ITA,183.0
102491,Alex,Radulescu,R,1974-12-07,GER,185.0
102494,Tomas,Behrend,R,1974-12-12,GER,193.0
102497,Mashiska,Washington,R,1974-12-19,USA,180.0
102501,Johan,Landsberg,R,1974-12-30,SWE,183.0
102506,Quino,Munoz,R,1975-01-04,ESP,178.0
102508,Mitch,Sprengelmeyer,L,1975-01-09,USA,185.0
102512,Joseph,Sirianni,R,1975-01-17,AUS,175.0
102519,Marcio,Carlsson,R,1975-01-24,BRA,175.0
102520,Olivier,Malcor,R,1975-01-28,FRA,180.0
102521,Hendrik,Dreekmann,R,1975-01-29,GER,188.0
102522,Fabio,Maggi,R,1975-01-30,ITA,175.0
102524,Neville,Godwin,R,1975-01-31,RSA,173.0
102529,Thomas,Shimada,R,1975-02-10,JPN,178.0
102533,Jens,Knippschild,R,1975-02-15,GER,190.0
102536,James,Greenhalgh,R,1975-02-19,NZL,183.0
102538,Tuomas,Ketola,R,1975-02-21,FIN,185.0
102539,Bohdan,Ulihrach,R,1975-02-23,CZE,188.0
102540,Peter,Hajek,R,1975-02-23,GER,175.0
102548,Juan Antonio,Marin,R,1975-03-02,CRC,175.0
102554,Diego,Moyano,R,1975-03-14,ARG,175.0
102556,Claude,Ngoran,L,1975-03-18,CIV,190.0
102558,Eric,Taino,L,1975-03-18,PHI,175.0
102562,Jiri,Novak,R,1975-03-22,CZE,190.0
102563,Thomas,Johansson,R,1975-03-24,SWE,180.0
102565,Alexander,Waske,R,1975-03-31,GER,188.0
102567,George,Bastl,R,1975-04-01,SUI,183.0
102571,Gregory,Carraz,R,1975-04-09,FRA,190.0
102572,Igor,Gaudi,R,1975-04-10,ITA,188.0
102574,Gabriel,Trifu,R,1975-04-14,ROU,193.0
102578,Fredrik,Bergh,R,1975-04-22,SWE,193.0
102585,Sebastian,Prieto,R,1975-05-19,ARG,180.0
102588,Lars,Rehmann,R,1975-05-21,GER,196.0
102600,David,Miketa,R,1975-06-04,CZE,183.0
102603,Melvyn,Op Der Heijde,R,1975-06-11,NED,180.0
102607,Juan,Balcells,R,1975-06-20,ESP,190.0
102610,Albert,Costa,R,1975-06-25,ESP,180.0
102614,Victor,Sendin,R,1975-07-01,ESP,175.0
102615,Dennis,Van Scheppingen,R,1975-07-05,NED,185.0
102617,Kim,Tiilikainen,R,1975-07-08,FIN,180.0
102623,Thomas,Larsen,R,1975-07-15,DEN,180.0
102624,Andrew,Painter,R,1975-07-18,AUS,188.0
102629,Oscar,Burrieza,R,1975-07-22,ESP,170.0
102636,Jason,Weir Smith,L,1975-08-08,RSA,188.0
102642,Cyril,Saulnier,R,1975-08-16,FRA,190.0
102644,Franco,Squillari,L,1975-08-22,ARG,183.0
102648,Gareth,Williams,R,1975-08-27,RSA,183.0
102650,Roberto,Carretero,R,1975-08-30,ESP,178.0
102652,Christian,Vinck,L,1975-09-03,GER,183.0
102654,Steven,Downs,R,1975-09-08,NZL,183.0
102655,Jimy,Szymanski,R,1975-09-15,VEN,175.0
102659,Ashley,Fisher,R,1975-09-25,AUS,183.0
102664,Petr,Pala,R,1975-10-02,CZE,193.0
102667,Satoshi,Iwabuchi,L,1975-10-07,JPN,175.0
102669,Noam,Behr,L,1975-10-13,ISR,188.0
102687,Herbert,Wiltschnig,R,1975-11-21,AUT,185.0
102689,Martin,Spottl,R,1975-11-23,AUT,180.0
102694,Lars,Burgsmuller,R,1975-12-06,GER,183.0
102697,Stephen,Huss,R,1975-12-10,AUS,180.0
102701,Marcelo,Rios,L,1975-12-26,CHI,175.0
102703,Hyung Taik,Lee,R,1976-01-03,KOR,180.0
102715,Ignacio,Hirigoyen,R,1976-01-23,ARG,183.0
102716,Maxime,Huard,R,1976-01-25,FRA,180.0
102720,Tomas,Zib,R,1976-01-31,CZE,178.0
102722,Attila,Savolt,R,1976-02-05,HUN,183.0
102723,Eduardo,Medica,R,1976-02-10,ARG,180.0
102730,Ivo,Heuberger,R,1976-02-19,SUI,188.0
102734,Lior,Mor,R,1976-02-29,ISR,175.0
102738,Stefano,Tarallo,R,1976-03-08,ITA,185.0
102743,Ben,Ellwood,R,1976-03-12,AUS,178.0
102748,Michael,Jessup,L,1976-03-14,USA,165.0
102751,Todd,Perry,R,1976-03-17,AUS,175.0
102753,Wolfgang,Schranz,R,1976-03-19,AUT,178.0
102763,Benjamin,Cassaigne,L,1976-04-02,FRA,185.0
102765,Nicolas,Escude,R,1976-04-03,FRA,185.0
102768,Federico,Browne,R,1976-04-07,ARG,180.0
102770,John,Van Lottum,R,1976-04-10,NED,185.0
102776,Andrew,Ilie,R,1976-04-18,AUS,180.0
